3000 3
 -2.4e+03 -303     -0.095  
 -2.4e+03 -278     -0.035  
 -2.4e+03 -253     -0.015  
 -2.4e+03 -228     -0.005  
 -2.4e+03 -203     -0.015  
 -2.4e+03 -178     -0.005  
 -2.4e+03 -153     -0.005  
 -2.4e+03 -128     -0.015  
 -2.4e+03 -103     -0.005  
 -2.4e+03 -78      -0.015  
 -2.4e+03 -53      -0.025  
 -2.4e+03 -28      -0.025  
 -2.4e+03 -3       -0.045  
 -2.4e+03 22       -0.075  
 -2.4e+03 47       -0.115  
 -2.38e+03 -303     -0.095  
 -2.38e+03 -278     -0.035  
 -2.38e+03 -253     -0.015  
 -2.38e+03 -228     -0.005  
 -2.38e+03 -203     -0.005  
 -2.38e+03 -178     -0.005  
 -2.38e+03 -153     -0.015  
 -2.38e+03 -128     -0.015  
 -2.38e+03 -103     -0.005  
 -2.38e+03 -78      -0.005  
 -2.38e+03 -53      -0.015  
 -2.38e+03 -28      -0.015  
 -2.38e+03 -3       -0.035  
 -2.38e+03 22       -0.065  
 -2.38e+03 47       -0.125  
 -2.35e+03 -303     -0.095  
 -2.35e+03 -278     -0.035  
 -2.35e+03 -253     -0.015  
 -2.35e+03 -228     -0.005  
 -2.35e+03 -203     -0.005  
 -2.35e+03 -178     -0.005  
 -2.35e+03 -153     -0.015  
 -2.35e+03 -128     -0.015  
 -2.35e+03 -103     -0.005  
 -2.35e+03 -78      -0.005  
 -2.35e+03 -53      -0.005  
 -2.35e+03 -28      -0.015  
 -2.35e+03 -3       -0.045  
 -2.35e+03 22       -0.095  
 -2.33e+03 -303     -0.095  
 -2.33e+03 -278     -0.035  
 -2.33e+03 -253     -0.015  
 -2.33e+03 -228     -0.005  
 -2.33e+03 -203     -0.005  
 -2.33e+03 -178     -0.005  
 -2.33e+03 -153     -0.025  
 -2.33e+03 -128     -0.015  
 -2.33e+03 -103     -0.005  
 -2.33e+03 -78      -0.005  
 -2.33e+03 -53      -0.005  
 -2.33e+03 -28      -0.015  
 -2.33e+03 -3       -0.055  
 -2.3e+03 -303     -0.095  
 -2.3e+03 -278     -0.035  
 -2.3e+03 -253     -0.015  
 -2.3e+03 -228     -0.005  
 -2.3e+03 -203     -0.005  
 -2.3e+03 -178     -0.015  
 -2.3e+03 -153     -0.025  
 -2.3e+03 -128     -0.015  
 -2.3e+03 -103     -0.005  
 -2.3e+03 -78      -0.005  
 -2.3e+03 -53      -0.005  
 -2.3e+03 -28      -0.015  
 -2.3e+03 -3       -0.045  
 -2.3e+03 22       -0.115  
 -2.28e+03 -303     -0.085  
 -2.28e+03 -278     -0.035  
 -2.28e+03 -253     -0.015  
 -2.28e+03 -228     -0.005  
 -2.28e+03 -203     -0.005  
 -2.28e+03 -178     -0.015  
 -2.28e+03 -153     -0.035  
 -2.28e+03 -128     -0.015  
 -2.28e+03 -103     -0.005  
 -2.28e+03 -78      -0.005  
 -2.28e+03 -53      -0.005  
 -2.28e+03 -28      -0.025  
 -2.28e+03 -3       -0.055  
 -2.28e+03 22       -0.125  
 -2.25e+03 -328     -0.095  
 -2.25e+03 -303     -0.055  
 -2.25e+03 -278     -0.025  
 -2.25e+03 -253     -0.015  
 -2.25e+03 -228     -0.005  
 -2.25e+03 -203     -0.005  
 -2.25e+03 -178     -0.025  
 -2.25e+03 -153     -0.025  
 -2.25e+03 -128     -0.015  
 -2.25e+03 -103     -0.005  
 -2.25e+03 -78      -0.005  
 -2.25e+03 -53      -0.005  
 -2.25e+03 -28      -0.025  
 -2.25e+03 -3       -0.075  
 -2.23e+03 -353     -0.125  
 -2.23e+03 -328     -0.075  
 -2.23e+03 -303     -0.035  
 -2.23e+03 -278     -0.015  
 -2.23e+03 -253     -0.005  
 -2.23e+03 -228     -0.005  
 -2.23e+03 -203     -0.015  
 -2.23e+03 -178     -0.025  
 -2.23e+03 -153     -0.025  
 -2.23e+03 -128     -0.015  
 -2.23e+03 -103     -0.005  
 -2.23e+03 -78      -0.005  
 -2.23e+03 -53      -0.015  
 -2.23e+03 -28      -0.035  
 -2.23e+03 -3       -0.085  
 -2.23e+03 22       -0.105  
 -2.23e+03 47       -0.125  
 -2.2e+03 -353     -0.095  
 -2.2e+03 -328     -0.055  
 -2.2e+03 -303     -0.025  
 -2.2e+03 -278     -0.015  
 -2.2e+03 -253     -0.005  
 -2.2e+03 -228     -0.005  
 -2.2e+03 -203     -0.015  
 -2.2e+03 -178     -0.035  
 -2.2e+03 -153     -0.025  
 -2.2e+03 -128     -0.015  
 -2.2e+03 -103     -0.005  
 -2.2e+03 -78      -0.005  
 -2.2e+03 -53      -0.015  
 -2.2e+03 -28      -0.045  
 -2.2e+03 -3       -0.055  
 -2.2e+03 22       -0.065  
 -2.2e+03 47       -0.095  
 -2.2e+03 72       -0.125  
 -2.18e+03 -353     -0.075  
 -2.18e+03 -328     -0.045  
 -2.18e+03 -303     -0.015  
 -2.18e+03 -278     -0.005  
 -2.18e+03 -253     -0.005  
 -2.18e+03 -228     -0.015  
 -2.18e+03 -203     -0.025  
 -2.18e+03 -178     -0.045  
 -2.18e+03 -153     -0.025  
 -2.18e+03 -128     -0.015  
 -2.18e+03 -103     -0.005  
 -2.18e+03 -78      -0.005  
 -2.18e+03 -53      -0.025  
 -2.18e+03 -28      -0.015  
 -2.18e+03 -3       -0.025  
 -2.18e+03 22       -0.045  
 -2.18e+03 47       -0.075  
 -2.18e+03 72       -0.105  
 -2.15e+03 -378     -0.105  
 -2.15e+03 -353     -0.055  
 -2.15e+03 -328     -0.025  
 -2.15e+03 -303     -0.015  
 -2.15e+03 -278     -0.005  
 -2.15e+03 -253     -0.005  
 -2.15e+03 -228     -0.015  
 -2.15e+03 -203     -0.035  
 -2.15e+03 -178     -0.055  
 -2.15e+03 -153     -0.025  
 -2.15e+03 -128     -0.015  
 -2.15e+03 -103     -0.005  
 -2.15e+03 -78      -0.005  
 -2.15e+03 -53      -0.005  
 -2.15e+03 -28      -0.005  
 -2.15e+03 -3       -0.025  
 -2.15e+03 22       -0.045  
 -2.15e+03 47       -0.065  
 -2.15e+03 72       -0.105  
 -2.13e+03 -378     -0.085  
 -2.13e+03 -353     -0.045  
 -2.13e+03 -328     -0.025  
 -2.13e+03 -303     -0.005  
 -2.13e+03 -278     -0.005  
 -2.13e+03 -253     -0.005  
 -2.13e+03 -228     -0.025  
 -2.13e+03 -203     -0.045  
 -2.13e+03 -178     -0.045  
 -2.13e+03 -153     -0.015  
 -2.13e+03 -128     -0.005  
 -2.13e+03 -103     -0.005  
 -2.13e+03 -78      -0.015  
 -2.13e+03 -53      -0.015  
 -2.13e+03 -28      -0.015  
 -2.13e+03 -3       -0.025  
 -2.13e+03 22       -0.045  
 -2.13e+03 47       -0.075  
 -2.13e+03 72       -0.105  
 -2.1e+03 -403     -0.115  
 -2.1e+03 -378     -0.065  
 -2.1e+03 -353     -0.035  
 -2.1e+03 -328     -0.015  
 -2.1e+03 -303     -0.005  
 -2.1e+03 -278     -0.005  
