1500 3
 -53      197      -0.115  
 -28      -1.3e+03 -0.025  
 -28      -1.28e+03 -0.035  
 -28      -1.25e+03 -0.035  
 -28      -1.23e+03 -0.035  
 -28      -1.2e+03 -0.035  
 -28      -1.18e+03 -0.045  
 -28      -1.15e+03 -0.045  
 -28      -1.13e+03 -0.045  
 -28      -1.1e+03 -0.055  
 -28      -1.08e+03 -0.055  
 -28      -1.05e+03 -0.055  
 -28      -1.03e+03 -0.055  
 -28      -1e+03   -0.075  
 -28      -978     -0.095  
 -28      -928     -0.095  
 -28      -903     -0.075  
 -28      -878     -0.065  
 -28      -853     -0.045  
 -28      -828     -0.035  
 -28      -803     -0.025  
 -28      -778     -0.025  
 -28      -753     -0.025  
 -28      -728     -0.025  
 -28      -703     -0.025  
 -28      -678     -0.025  
 -28      -653     -0.025  
 -28      -628     -0.025  
 -28      -603     -0.025  
 -28      -578     -0.015  
 -28      -553     -0.015  
 -28      -528     -0.015  
 -28      -503     -0.015  
 -28      -478     -0.015  
 -28      -453     -0.015  
 -28      -428     -0.025  
 -28      -403     -0.025  
 -28      -378     -0.025  
 -28      -353     -0.025  
 -28      -328     -0.025  
 -28      -303     -0.025  
 -28      -278     -0.025  
 -28      -253     -0.025  
 -28      -228     -0.015  
 -28      -203     -0.015  
 -28      -178     -0.015  
 -28      -153     -0.005  
 -28      -128     -0.005  
 -28      -103     -0.025  
 -28      -78      -0.015  
 -28      -53      -0.005  
 -28      -28      -0.005  
 -28      -3       -0.005  
 -28      22       -0.005  
 -28      47       -0.005  
 -28      72       -0.005  
 -28      97       -0.005  
 -28      122      -0.025  
 -28      147      -0.045  
 -28      172      -0.075  
 -28      197      -0.105  
 -3       -1.3e+03 -0.015  
 -3       -1.28e+03 -0.015  
 -3       -1.25e+03 -0.015  
 -3       -1.23e+03 -0.015  
 -3       -1.2e+03 -0.015  
 -3       -1.18e+03 -0.015  
 -3       -1.15e+03 -0.015  
 -3       -1.13e+03 -0.025  
 -3       -1.1e+03 -0.025  
 -3       -1.08e+03 -0.025  
 -3       -1.05e+03 -0.025  
 -3       -1.03e+03 -0.025  
 -3       -1e+03   -0.035  
 -3       -978     -0.045  
 -3       -953     -0.075  
 -3       -928     -0.045  
 -3       -903     -0.035  
 -3       -878     -0.025  
 -3       -853     -0.025  
 -3       -828     -0.015  
 -3       -803     -0.015  
 -3       -778     -0.015  
 -3       -753     -0.015  
 -3       -728     -0.015  
 -3       -703     -0.015  
 -3       -678     -0.015  
 -3       -653     -0.015  
 -3       -628     -0.015  
 -3       -603     -0.005  
 -3       -578     -0.005  
 -3       -553     -0.005  
 -3       -528     -0.005  
 -3       -503     -0.005  
 -3       -478     -0.005  
 -3       -453     -0.005  
 -3       -428     -0.005  
 -3       -403     -0.005  
 -3       -378     -0.005  
 -3       -353     -0.005  
 -3       -328     -0.005  
 -3       -303     -0.005  
 -3       -278     -0.005  
 -3       -253     -0.005  
 -3       -228     -0.005  
 -3       -203     -0.005  
 -3       -178     -0.005  
 -3       -153     -0.005  
 -3       -128     -0.005  
 -3       -103     -0.005  
 -3       -78      -0.015  
 -3       -53      -0.005  
 -3       -28      -0.005  
 -3       -3       -0.005  
 -3       22       -0.005  
 -3       47       -0.015  
 -3       72       -0.015  
 -3       97       -0.015  
 -3       122      -0.025  
 -3       147      -0.045  
 -3       172      -0.075  
 -3       197      -0.105  
 22       -1.3e+03 -0.005  
 22       -1.28e+03 -0.005  
 22       -1.25e+03 -0.005  
 22       -1.23e+03 -0.005  
 22       -1.2e+03 -0.005  
 22       -1.18e+03 -0.005  
 22       -1.15e+03 -0.005  
 22       -1.13e+03 -0.005  
 22       -1.1e+03 -0.005  
 22       -1.08e+03 -0.015  
 22       -1.05e+03 -0.015  
 22       -1.03e+03 -0.015  
 22       -1e+03   -0.015  
 22       -978     -0.025  
 22       -953     -0.035  
 22       -928     -0.025  
 22       -903     -0.015  
 22       -878     -0.015  
 22       -853     -0.005  
 22       -828     -0.005  
 22       -803     -0.005  
 22       -778     -0.005  
 22       -753     -0.005  
 22       -728     -0.005  
 22       -703     -0.005  
 22       -678     -0.005  
 22       -653     -0.005  
 22       -628     -0.005  
 22       -603     -0.005  
 22       -578     -0.005  
 22       -553     -0.005  
 22       -528     -0.005  
 22       -503     -0.005  
 22       -478     -0.005  
 22       -453     -0.005  
 22       -428     -0.005  
 22       -403     -0.005  
 22       -378     -0.005  
 22       -353     -0.005  
 22       -328     -0.005  
 22       -303     -0.005  
 22       -278     -0.005  
 22       -253     -0.005  
 22       -228     -0.005  
 22       -203     -0.005  
 22       -178     -0.005  
 22       -153     -0.005  
 22       -128     -0.005  
 22       -103     -0.005  
 22       -78      -0.005  
 22       -53      -0.005  
 22       -28      -0.005  
 22       -3       -0.005  
 22       22       -0.015  
 22       47       -0.015  
 22       72       -0.025  
 22       97       -0.035  
 22       122      -0.045  
 22       147      -0.055  
 22       172      -0.085  
 22       197      -0.115  
 47       -1.3e+03 -0.015  
 47       -1.28e+03 -0.005  
 47       -1.25e+03 -0.005  
 47       -1.23e+03 -0.005  
 47       -1.2e+03 -0.005  
 47       -1.18e+03 -0.005  
 47       -1.15e+03 -0.005  
 47       -1.13e+03 -0.005  
 47       -1.1e+03 -0.005  
 47       -1.08e+03 -0.005  
 47       -1.05e+03 -0.005  
 47       -1.03e+03 -0.005  
 47       -1e+03   -0.005  
 47       -978     -0.005  
 47       -953     -0.005  
 47       -928     -0.005  
 47       -903     -0.005  
 47       -878     -0.005  
 47       -853     -0.005  
 47       -828     -0.005  
 47       -803     -0.005  
 47       -778     -0.005  
 47       -753     -0.005  
 47       -728     -0.005  
 47       -703     -0.005  
 47       -678     -0.005  
 47       -653     -0.005  
 47       -628     -0.005  
 47       -603     -0.005  
 47       -578     -0.005  
 47       -553     -0.005  
 47       -528     -0.005  
 47       -503     -0.005  
 47       -478     -0.005  
 47       -453     -0.005  
 47       -428     -0.005  
 47       -403     -0.005  
 47       -378     -0.005  
 47       -353     -0.005  
 47       -328     -0.005  
 47       -303     -0.005  
 47       -278     -0.005  
 47       -253     -0.005  
 47       -228     -0.005  
 47       -203     -0.005  
 47       -178     -0.005  
 47       -153     -0.005  
 47       -128     -0.005  
 47       -103     -0.005  
 47       -78      -0.005  
 47       -53      -0.005  
 47       -28      -0.005  
 47       -3       -0.005  
 47       22       -0.005  
 47       47       -0.005  
 47       72       -0.015  
 47       97       -0.035  
 47       122      -0.055  
 47       147      -0.085  
 47       172      -0.105  
 72       -1.3e+03 -0.025  
 72       -1.28e+03 -0.025  
 72       -1.25e+03 -0.025  
 72       -1.23e+03 -0.015  
 72       -1.2e+03 -0.015  
 72       -1.18e+03 -0.015  
 72       -1.15e+03 -0.015  
 72       -1.13e+03 -0.015  
 72       -1.1e+03 -0.015  
 72       -1.08e+03 -0.015  
 72       -1.05e+03 -0.005  
 72       -1.03e+03 -0.005  
 72       -1e+03   -0.005  
 72       -978     -0.005  
 72       -953     -0.005  
 72       -928     -0.005  
 72       -903     -0.005  
 72       -878     -0.005  
 72       -853     -0.005  
 72       -828     -0.015  
 72       -803     -0.015  
 72       -778     -0.025  
 72       -753     -0.025  
 72       -728     -0.015  
 72       -703     -0.005  
 72       -678     -0.015  
 72       -653     -0.015  
 72       -628     -0.015  
 72       -603     -0.015  
 72       -578     -0.015  
 72       -553     -0.005  
 72       -528     -0.005  
 72       -503     -0.005  
 72       -478     -0.015  
 72       -453     -0.015  
 72       -428     -0.015  
 72       -403     -0.015  
 72       -378     -0.015  
 72       -353     -0.015  
 72       -328     -0.015  
 72       -303     -0.015  
 72       -278     -0.015  
 72       -253     -0.005  
 72       -228     -0.005  
 72       -203     -0.015  
 72       -178     -0.015  
 72       -153     -0.005  
 72       -128     -0.005  
 72       -103     -0.005  
 72       -78      -0.005  
 72       -53      -0.005  
 72       -28      -0.005  
 72       -3       -0.015  
 72       22       -0.015  
 72       47       -0.015  
 72       72       -0.025  
 72       97       -0.035  
 72       122      -0.055  
 72       147      -0.085  
 72       172      -0.115  
 97       -1.3e+03 -0.065  
 97       -1.28e+03 -0.055  
 97       -1.25e+03 -0.055  
 97       -1.23e+03 -0.045  
 97       -1.2e+03 -0.045  
 97       -1.18e+03 -0.035  
 97       -1.15e+03 -0.035  
 97       -1.13e+03 -0.035  
 97       -1.1e+03 -0.025  
 97       -1.08e+03 -0.025  
 97       -1.05e+03 -0.025  
 97       -1.03e+03 -0.015  
 97       -1e+03   -0.015  
 97       -978     -0.015  
 97       -953     -0.005  
 97       -928     -0.015  
 97       -903     -0.015  
 97       -878     -0.015  
 97       -853     -0.025  
 97       -828     -0.025  
 97       -803     -0.035  
 97       -778     -0.045  
 97       -753     -0.045  
 97       -728     -0.025  
 97       -703     -0.005  
 97       -678     -0.015  
 97       -653     -0.045  
 97       -628     -0.035  
 97       -603     -0.035  
 97       -578     -0.025  
 97       -553     -0.005  
 97       -528     -0.005  
 97       -503     -0.005  
 97       -478     -0.015  
 97       -453     -0.035  
 97       -428     -0.035  
 97       -403     -0.035  
 97       -378     -0.035  
 97       -353     -0.035  
 97       -328     -0.035  
 97       -303     -0.025  
 97       -278     -0.005  
 97       -253     -0.005  
 97       -228     -0.015  
 97       -203     -0.025  
 97       -178     -0.015  
 97       -153     -0.005  
 97       -128     -0.005  
 97       -103     -0.005  
 97       -78      -0.005  
 97       -53      -0.005  
 97       -28      -0.005  
 97       -3       -0.015  
 97       22       -0.035  
 97       47       -0.025  
 97       72       -0.035  
 97       97       -0.045  
 97       122      -0.065  
 97       147      -0.095  
 97       172      -0.125  
 122      -1.3e+03 -0.125  
 122      -1.28e+03 -0.115  
 122      -1.25e+03 -0.105  
 122      -1.23e+03 -0.095  
 122      -1.2e+03 -0.085  
 122      -1.18e+03 -0.075  
 122      -1.15e+03 -0.075  
 122      -1.13e+03 -0.065  
 122      -1.1e+03 -0.065  
 122      -1.08e+03 -0.055  
 122      -1.05e+03 -0.055  
 122      -1.03e+03 -0.045  
 122      -1e+03   -0.035  
 122      -978     -0.025  
 122      -953     -0.015  
 122      -928     -0.025  
 122      -903     -0.035  
 122      -878     -0.035  
 122      -853     -0.045  
 122      -828     -0.055  
 122      -803     -0.075  
 122      -778     -0.095  
 122      -753     -0.055  
 122      -728     -0.015  
 122      -703     -0.005  
 122      -678     -0.015  
 122      -653     -0.045  
 122      -628     -0.065  
 122      -603     -0.035  
 122      -578     -0.025  
 122      -553     -0.005  
 122      -528     -0.005  
 122      -503     -0.005  
 122      -478     -0.015  
 122      -453     -0.035  
 122      -428     -0.065  
 122      -403     -0.065  
 122      -378     -0.065  
 122      -353     -0.065  
 122      -328     -0.055  
 122      -303     -0.025  
 122      -278     -0.005  
 122      -253     -0.005  
 122      -228     -0.015  
 122      -203     -0.035  
 122      -178     -0.015  
 122      -153     -0.005  
 122      -128     -0.005  
 122      -103     -0.015  
 122      -78      -0.005  
 122      -53      -0.005  
 122      -28      -0.005  
 122      -3       -0.015  
 122      22       -0.025  
 122      47       -0.055  
 122      72       -0.055  
 122      97       -0.065  
 122      122      -0.085  
 122      147      -0.105  
 147      -1.13e+03 -0.125  
 147      -1.1e+03 -0.115  
 147      -1.08e+03 -0.115  
 147      -1.05e+03 -0.105  
 147      -1.03e+03 -0.075  
 147      -1e+03   -0.055  
 147      -978     -0.045  
 147      -953     -0.035  
 147      -928     -0.045  
 147      -903     -0.055  
 147      -878     -0.075  
 147      -853     -0.095  
 147      -828     -0.105  
 147      -778     -0.095  
 147      -753     -0.055  
 147      -728     -0.025  
 147      -703     -0.025  
 147      -678     -0.025  
 147      -653     -0.045  
 147      -628     -0.075  
 147      -603     -0.035  
 147      -578     -0.025  
 147      -553     -0.005  
 147      -528     -0.005  
 147      -503     -0.005  
 147      -478     -0.015  
 147      -453     -0.035  
 147      -428     -0.065  
 147      -403     -0.105  
 147      -378     -0.105  
 147      -353     -0.085  
 147      -328     -0.045  
 147      -303     -0.015  
 147      -278     -0.005  
 147      -253     -0.015  
 147      -228     -0.025  
 147      -203     -0.035  
 147      -178     -0.015  
 147      -153     -0.005  
 147      -128     -0.005  
 147      -103     -0.015  
 147      -78      -0.005  
 147      -53      -0.005  
 147      -28      -0.015  
 147      -3       -0.025  
 147      22       -0.035  
 147      47       -0.055  
 147      72       -0.085  
 147      97       -0.095  
 147      122      -0.105  
 172      -1.03e+03 -0.125  
 172      -1e+03   -0.095  
 172      -978     -0.075  
 172      -953     -0.065  
 172      -928     -0.065  
 172      -903     -0.085  
 172      -878     -0.115  
 172      -778     -0.105  
 172      -753     -0.065  
 172      -728     -0.045  
 172      -703     -0.045  
 172      -678     -0.045  
 172      -653     -0.065  
 172      -628     -0.065  
 172      -603     -0.035  
 172      -578     -0.025  
 172      -553     -0.005  
 172      -528     -0.005  
 172      -503     -0.005  
 172      -478     -0.015  
 172      -453     -0.035  
 172      -428     -0.065  
 172      -403     -0.105  
 172      -378     -0.105  
 172      -353     -0.065  
 172      -328     -0.035  
 172      -303     -0.015  
 172      -278     -0.005  
 172      -253     -0.015  
 172      -228     -0.055  
 172      -203     -0.035  
 172      -178     -0.015  
 172      -153     -0.005  
 172      -128     -0.005  
 172      -103     -0.015  
 172      -78      -0.005  
 172      -53      -0.005  
 172      -28      -0.015  
 172      -3       -0.035  
 172      22       -0.045  
 172      47       -0.065  
 172      72       -0.095  
 172      97       -0.125  
 197      -978     -0.105  
 197      -953     -0.095  
 197      -928     -0.105  
 197      -903     -0.125  
 197      -778     -0.125  
 197      -753     -0.095  
 197      -728     -0.075  
 197      -703     -0.065  
 197      -678     -0.075  
 197      -653     -0.085  
 197      -628     -0.065  
 197      -603     -0.035  
 197      -578     -0.025  
 197      -553     -0.005  
 197      -528     -0.005  
 197      -503     -0.005  
 197      -478     -0.015  
 197      -453     -0.035  
 197      -428     -0.065  
 197      -403     -0.105  
 197      -378     -0.095  
 197      -353     -0.065  
 197      -328     -0.035  
 197      -303     -0.025  
 197      -278     -0.025  
 197      -253     -0.025  
 197      -228     -0.055  
 197      -203     -0.045  
 197      -178     -0.015  
 197      -153     -0.005  
 197      -128     -0.005  
 197      -103     -0.015  
 197      -78      -0.005  
 197      -53      -0.005  
 197      -28      -0.015  
 197      -3       -0.035  
 197      22       -0.065  
 197      47       -0.085  
 197      72       -0.115  
 222      -753     -0.125  
 222      -728     -0.105  
 222      -703     -0.105  
 222      -678     -0.105  
 222      -653     -0.115  
 222      -628     -0.065  
 222      -603     -0.035  
 222      -578     -0.025  
 222      -553     -0.005  
 222      -528     -0.005  
 222      -503     -0.005  
 222      -478     -0.015  
 222      -453     -0.035  
 222      -428     -0.065  
 222      -403     -0.105  
 222      -378     -0.105  
 222      -353     -0.075  
 222      -328     -0.055  
 222      -303     -0.045  
 222      -278     -0.035  
 222      -253     -0.045  
 222      -228     -0.075  
 222      -203     -0.045  
 222      -178     -0.015  
 222      -153     -0.005  
 222      -128     -0.005  
 222      -103     -0.015  
 222      -78      -0.005  
 222      -53      -0.005  
 222      -28      -0.015  
 222      -3       -0.045  
 222      22       -0.085  
 222      47       -0.115  
 247      -653     -0.115  
 247      -628     -0.065  
 247      -603     -0.035  
 247      -578     -0.025  
 247      -553     -0.005  
 247      -528     -0.005  
 247      -503     -0.005  
 247      -478     -0.015  
 247      -453     -0.035  
 247      -428     -0.065  
 247      -403     -0.105  
 247      -378     -0.125  
 247      -353     -0.095  
 247      -328     -0.075  
 247      -303     -0.065  
 247      -278     -0.065  
 247      -253     -0.075  
 247      -228     -0.085  
 247      -203     -0.045  
 247      -178     -0.025  
 247      -153     -0.005  
 247      -128     -0.005  
 247      -103     -0.015  
 247      -78      -0.005  
 247      -53      -0.005  
 247      -28      -0.015  
 247      -3       -0.045  
 247      22       -0.095  
 272      -653     -0.115  
 272      -628     -0.065  
 272      -603     -0.035  
 272      -578     -0.025  
 272      -553     -0.005  
 272      -528     -0.005  
 272      -503     -0.005  
 272      -478     -0.015  
 272      -453     -0.035  
 272      -428     -0.065  
 272      -403     -0.105  
 272      -353     -0.125  
 272      -328     -0.105  
 272      -303     -0.095  
 272      -278     -0.095  
 272      -253     -0.105  
 272      -228     -0.095  
 272      -203     -0.045  
 272      -178     -0.025  
 272      -153     -0.005  
 272      -128     -0.005  
 272      -103     -0.015  
 272      -78      -0.005  
 272      -53      -0.005  
 272      -28      -0.025  
 272      -3       -0.055  
 272      22       -0.105  
 297      -653     -0.115  
 297      -628     -0.065  
 297      -603     -0.035  
 297      -578     -0.025  
 297      -553     -0.005  
 297      -528     -0.005  
 297      -503     -0.005  
 297      -478     -0.015  
 297      -453     -0.035  
 297      -428     -0.065  
 297      -403     -0.105  
 297      -228     -0.095  
 297      -203     -0.055  
 297      -178     -0.025  
 297      -153     -0.005  
 297      -128     -0.005  
 297      -103     -0.015  
 297      -78      -0.005  
 297      -53      -0.005  
 297      -28      -0.025  
 297      -3       -0.055  
 297      22       -0.115  
 322      -653     -0.115  
 322      -628     -0.065  
 322      -603     -0.035  
 322      -578     -0.025  
 322      -553     -0.005  
 322      -528     -0.005  
 322      -503     -0.005  
 322      -478     -0.015  
 322      -453     -0.035  
 322      -428     -0.065  
 322      -403     -0.105  
 322      -228     -0.105  
 322      -203     -0.055  
 322      -178     -0.025  
 322      -153     -0.015  
 322      -128     -0.005  
 322      -103     -0.015  
 322      -78      -0.005  
 322      -53      -0.005  
 322      -28      -0.025  
 322      -3       -0.065  
 322      22       -0.125  
 347      -653     -0.115  
 347      -628     -0.065  
 347      -603     -0.035  
 347      -578     -0.025  
 347      -553     -0.005  
 347      -528     -0.005  
 347      -503     -0.005  
 347      -478     -0.015  
 347      -453     -0.035  
 347      -428     -0.065  
 347      -403     -0.105  
 347      -228     -0.105  
 347      -203     -0.055  
 347      -178     -0.025  
 347      -153     -0.015  
 347      -128     -0.005  
 347      -103     -0.005  
 347      -78      -0.005  
 347      -53      -0.005  
 347      -28      -0.025  
 347      -3       -0.065  
 372      -653     -0.115  
 372      -628     -0.065  
 372      -603     -0.035  
 372      -578     -0.025  
 372      -553     -0.005  
 372      -528     -0.005  
 372      -503     -0.005  
 372      -478     -0.015  
 372      -453     -0.035  
 372      -428     -0.065  
 372      -403     -0.105  
 372      -228     -0.115  
 372      -203     -0.055  
 372      -178     -0.025  
 372      -153     -0.015  
 372      -128     -0.005  
 372      -103     -0.005  
 372      -78      -0.005  
 372      -53      -0.015  
 372      -28      -0.045  
 372      -3       -0.095  
 397      -653     -0.115  
 397      -628     -0.065  
 397      -603     -0.035  
 397      -578     -0.025  
 397      -553     -0.005  
 397      -528     -0.005  
 397      -503     -0.005  
 397      -478     -0.015  
 397      -453     -0.035  
 397      -428     -0.065  
 397      -403     -0.105  
 397      -228     -0.115  
 397      -203     -0.065  
 397      -178     -0.025  
 397      -153     -0.015  
 397      -128     -0.005  
 397      -103     -0.005  
 397      -78      -0.005  
 397      -53      -0.015  
 397      -28      -0.045  
 397      -3       -0.105  
 422      -653     -0.115  
 422      -628     -0.065  
 422      -603     -0.035  
 422      -578     -0.025  
 422      -553     -0.005  
 422      -528     -0.005  
 422      -503     -0.005  
 422      -478     -0.015  
 422      -453     -0.035  
 422      -428     -0.065  
 422      -403     -0.105  
 422      -228     -0.125  
 422      -203     -0.065  
 422      -178     -0.035  
 422      -153     -0.015  
 422      -128     -0.005  
 422      -103     -0.005  
 422      -78      -0.015  
 422      -53      -0.025  
 422      -28      -0.045  
 422      -3       -0.085  
 447      -653     -0.115  
 447      -628     -0.065  
 447      -603     -0.035  
 447      -578     -0.025  
 447      -553     -0.005  
 447      -528     -0.005  
 447      -503     -0.005  
 447      -478     -0.015  
 447      -453     -0.035  
 447      -428     -0.065  
 447      -403     -0.105  
 447      -228     -0.125  
 447      -203     -0.065  
 447      -178     -0.035  
 447      -153     -0.015  
 447      -128     -0.005  
 447      -103     -0.005  
 447      -78      -0.015  
 447      -53      -0.045  
 447      -28      -0.065  
 447      -3       -0.095  
 472      -653     -0.115  
 472      -628     -0.065  
 472      -603     -0.035  
 472      -578     -0.025  
 472      -553     -0.005  
 472      -528     -0.005  
 472      -503     -0.005  
 472      -478     -0.015  
 472      -453     -0.035  
 472      -428     -0.065  
 472      -403     -0.105  
 472      -203     -0.075  
 472      -178     -0.035  
 472      -153     -0.015  
 472      -128     -0.005  
 472      -103     -0.005  
 472      -78      -0.015  
 472      -53      -0.035  
 472      -28      -0.075  
 472      -3       -0.115  
 497      -653     -0.115  
 497      -628     -0.065  
 497      -603     -0.035  
 497      -578     -0.025  
 497      -553     -0.005  
 497      -528     -0.005  
 497      -503     -0.005  
 497      -478     -0.015  
 497      -453     -0.035  
 497      -428     -0.065  
 497      -403     -0.105  
 497      -203     -0.075  
 497      -178     -0.035  
 497      -153     -0.015  
 497      -128     -0.005  
 497      -103     -0.005  
 497      -78      -0.015  
 497      -53      -0.035  
 497      -28      -0.075  
 -78      -1.33e+03 -0.125  
 -78      -1.35e+03 -0.115  
 -78      -1.38e+03 -0.115  
 -78      -1.4e+03 -0.105  
 -78      -1.43e+03 -0.105  
 -78      -1.45e+03 -0.105  
 -78      -1.48e+03 -0.115  
 -78      -1.5e+03 -0.125  
 -78      -1.53e+03 -0.085  
 -78      -1.55e+03 -0.085  
 -78      -1.58e+03 -0.095  
 -78      -1.6e+03 -0.125  
 -53      -1.33e+03 -0.065  
 -53      -1.35e+03 -0.055  
 -53      -1.38e+03 -0.055  
 -53      -1.4e+03 -0.055  
 -53      -1.43e+03 -0.045  
 -53      -1.45e+03 -0.045  
 -53      -1.48e+03 -0.055  
 -53      -1.5e+03 -0.055  
 -53      -1.53e+03 -0.045  
 -53      -1.55e+03 -0.055  
 -53      -1.58e+03 -0.065  
 -53      -1.6e+03 -0.095  
 -53      -1.63e+03 -0.125  
 -28      -1.33e+03 -0.025  
 -28      -1.35e+03 -0.025  
 -28      -1.38e+03 -0.025  
 -28      -1.4e+03 -0.025  
 -28      -1.43e+03 -0.015  
 -28      -1.45e+03 -0.015  
 -28      -1.48e+03 -0.015  
 -28      -1.5e+03 -0.015  
 -28      -1.53e+03 -0.015  
 -28      -1.55e+03 -0.035  
 -28      -1.58e+03 -0.055  
 -28      -1.6e+03 -0.075  
