3000 3
 -603     -253     -0.105  
 -578     -278     -0.115  
 -578     -253     -0.075  
 -553     -278     -0.095  
 -553     -253     -0.055  
 -528     -278     -0.105  
 -528     -253     -0.045  
 -503     -253     -0.075  
 -478     -278     -0.115  
 -478     -253     -0.045  
 -453     -328     -0.105  
 -453     -303     -0.095  
 -453     -278     -0.095  
 -453     -253     -0.035  
 -428     -353     -0.105  
 -428     -328     -0.075  
 -428     -303     -0.055  
 -428     -278     -0.045  
 -428     -253     -0.035  
 -403     -378     -0.115  
 -403     -353     -0.085  
 -403     -328     -0.055  
 -403     -303     -0.035  
 -403     -278     -0.025  
 -403     -253     -0.025  
 -378     -378     -0.115  
 -378     -353     -0.075  
 -378     -328     -0.045  
 -378     -303     -0.025  
 -378     -278     -0.015  
 -378     -253     -0.015  
 -353     -378     -0.115  
 -353     -353     -0.075  
 -353     -328     -0.055  
 -353     -303     -0.035  
 -353     -278     -0.015  
 -353     -253     -0.015  
 -328     -378     -0.125  
 -328     -353     -0.085  
 -328     -328     -0.055  
 -328     -303     -0.045  
 -328     -278     -0.035  
 -328     -253     -0.025  
 -303     -353     -0.065  
 -303     -328     -0.035  
 -303     -303     -0.025  
 -303     -278     -0.025  
 -303     -253     -0.025  
 -278     -353     -0.065  
 -278     -328     -0.025  
 -278     -303     -0.015  
 -278     -278     -0.015  
 -278     -253     -0.015  
 -253     -378     -0.115  
 -253     -353     -0.055  
 -253     -328     -0.025  
 -253     -303     -0.005  
 -253     -278     -0.015  
 -253     -253     -0.005  
 -228     -678     -0.125  
 -228     -528     -0.115  
 -228     -503     -0.105  
 -228     -478     -0.105  
 -228     -453     -0.115  
 -228     -378     -0.075  
 -228     -353     -0.035  
 -228     -328     -0.015  
 -228     -303     -0.005  
 -228     -278     -0.005  
 -228     -253     -0.005  
 -203     -728     -0.115  
 -203     -703     -0.095  
 -203     -678     -0.085  
 -203     -653     -0.095  
 -203     -628     -0.115  
 -203     -553     -0.105  
 -203     -528     -0.085  
 -203     -503     -0.075  
 -203     -478     -0.075  
 -203     -453     -0.075  
 -203     -428     -0.105  
 -203     -403     -0.105  
 -203     -378     -0.055  
 -203     -353     -0.025  
 -203     -328     -0.005  
 -203     -303     -0.005  
 -203     -278     -0.015  
 -203     -253     -0.015  
 -178     -753     -0.115  
 -178     -728     -0.085  
 -178     -703     -0.065  
 -178     -678     -0.055  
 -178     -653     -0.055  
 -178     -628     -0.075  
 -178     -603     -0.125  
 -178     -578     -0.115  
 -178     -553     -0.085  
 -178     -528     -0.065  
 -178     -503     -0.045  
 -178     -478     -0.045  
 -178     -453     -0.055  
 -178     -428     -0.075  
 -178     -403     -0.075  
 -178     -378     -0.035  
 -178     -353     -0.015  
 -178     -328     -0.005  
 -178     -303     -0.005  
 -178     -278     -0.005  
 -178     -253     -0.025  
 -153     -953     -0.105  
 -153     -753     -0.095  
 -153     -728     -0.065  
 -153     -703     -0.045  
 -153     -678     -0.035  
 -153     -653     -0.025  
 -153     -628     -0.045  
 -153     -603     -0.085  
 -153     -578     -0.105  
 -153     -553     -0.065  
 -153     -528     -0.045  
 -153     -503     -0.025  
 -153     -478     -0.025  
 -153     -453     -0.035  
 -153     -428     -0.055  
 -153     -403     -0.055  
 -153     -378     -0.025  
 -153     -353     -0.015  
 -153     -328     -0.005  
 -153     -303     -0.005  
 -153     -278     -0.015  
 -153     -253     -0.035  
 -128     -953     -0.065  
 -128     -928     -0.075  
 -128     -903     -0.095  
 -128     -878     -0.105  
 -128     -853     -0.115  
 -128     -828     -0.125  
 -128     -753     -0.095  
 -128     -728     -0.055  
 -128     -703     -0.035  
 -128     -678     -0.015  
 -128     -653     -0.015  
 -128     -628     -0.025  
 -128     -603     -0.055  
 -128     -578     -0.075  
 -128     -553     -0.065  
 -128     -528     -0.035  
 -128     -503     -0.015  
 -128     -478     -0.015  
 -128     -453     -0.015  
 -128     -428     -0.055  
 -128     -403     -0.035  
 -128     -378     -0.015  
 -128     -353     -0.005  
 -128     -328     -0.005  
 -128     -303     -0.015  
 -128     -278     -0.025  
 -128     -253     -0.045  
 -103     -953     -0.035  
 -103     -928     -0.045  
 -103     -903     -0.045  
 -103     -878     -0.055  
 -103     -853     -0.065  
 -103     -828     -0.075  
 -103     -803     -0.085  
 -103     -778     -0.095  
 -103     -753     -0.105  
 -103     -728     -0.065  
 -103     -703     -0.035  
 -103     -678     -0.015  
 -103     -653     -0.005  
 -103     -628     -0.005  
 -103     -603     -0.025  
 -103     -578     -0.045  
 -103     -553     -0.065  
 -103     -528     -0.035  
 -103     -503     -0.015  
 -103     -478     -0.005  
 -103     -453     -0.015  
 -103     -428     -0.035  
 -103     -403     -0.025  
 -103     -378     -0.015  
 -103     -353     -0.005  
 -103     -328     -0.005  
 -103     -303     -0.015  
 -103     -278     -0.045  
 -103     -253     -0.045  
 -78      -953     -0.015  
 -78      -928     -0.015  
 -78      -903     -0.025  
 -78      -878     -0.025  
 -78      -853     -0.035  
 -78      -828     -0.035  
 -78      -803     -0.045  
 -78      -778     -0.045  
 -78      -753     -0.065  
 -78      -728     -0.065  
 -78      -703     -0.055  
 -78      -678     -0.035  
 -78      -653     -0.005  
 -78      -628     -0.015  
 -78      -603     -0.005  
 -78      -578     -0.025  
 -78      -553     -0.035  
 -78      -528     -0.035  
 -78      -503     -0.015  
 -78      -478     -0.005  
 -78      -453     -0.005  
 -78      -428     -0.015  
 -78      -403     -0.015  
 -78      -378     -0.005  
 -78      -353     -0.005  
 -78      -328     -0.015  
 -78      -303     -0.025  
 -78      -278     -0.025  
 -78      -253     -0.025  
 -53      -953     -0.005  
 -53      -928     -0.005  
 -53      -903     -0.005  
 -53      -878     -0.015  
 -53      -853     -0.015  
 -53      -828     -0.015  
 -53      -803     -0.015  
 -53      -778     -0.025  
 -53      -753     -0.025  
 -53      -728     -0.025  
 -53      -703     -0.025  
 -53      -678     -0.025  
 -53      -653     -0.015  
 -53      -628     -0.005  
 -53      -603     -0.005  
 -53      -578     -0.015  
 -53      -553     -0.015  
 -53      -528     -0.015  
 -53      -503     -0.015  
 -53      -478     -0.005  
 -53      -453     -0.005  
 -53      -428     -0.015  
 -53      -403     -0.015  
 -53      -378     -0.005  
 -53      -353     -0.005  
 -53      -328     -0.015  
 -53      -303     -0.015  
 -53      -278     -0.015  
 -53      -253     -0.015  
 -28      -953     -0.005  
 -28      -928     -0.005  
 -28      -903     -0.005  
 -28      -878     -0.005  
 -28      -853     -0.005  
 -28      -828     -0.005  
 -28      -803     -0.005  
 -28      -778     -0.005  
 -28      -753     -0.015  
 -28      -728     -0.015  
 -28      -703     -0.015  
 -28      -678     -0.015  
 -28      -653     -0.015  
 -28      -628     -0.005  
 -28      -603     -0.005  
